startTime,activeRegionNum,instruments,cmeAnalyses,linkedEvents,note,N/S,E/W
2016-04-06 16:24:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,"filament eruption close to central meridian in the north hemisphere, actual filament lift-off is not visible in AIA, but post-eruptive arcade and double ribbons can be seen in AIA 193 and 304 starting at ~14:00.",,
2016-04-07 10:09:00,,['STEREO A: SECCHI/COR2'],1,0,"The very narrow CME is associated with a very interesting eruption visible in 193/171 starting around 09UT. Twisting of the field lines is visible specifically on SDO 171.  However, the CME is very faint.  Measurements are done using POS approximation.",30.0,50.0
2016-04-07 23:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Eruption from behind the W limb (close at equator) seen in AIA 193 at ~23:00 UT, also seen in EUVI A at the east limb.",,
2016-04-08 12:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is likely dimming in STEREO A EUV north-west quadrant starting at about 2016-04-08T10:30Z,,
2016-04-08 23:13:00,,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,0,This CME is caused by a small eruption that can be seen in the SW of SDO at ~17:45Z.  The CME is very thin.,,
2016-04-09 13:36:00,12529.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"This CME was seen as opening and closing field lines as well as dimming in SDO AIA 193, from AR 2529 in the NE. It is associated with a long duration C2.8 flare.",11.0,60.0
2016-04-09 20:30:00,,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2']",1,0,"filament lifting off seen in AIA 304 at ~10:00 UT (with slow rise phase starting a few hours before that), filament seen to move to the SW. Eruption also faintly seen in AIA 193, only small part of a very long filament channel is erupting (eastern end of the channel).",,
2016-04-10 07:12:00,12529.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,This CME was associated with opening and closing field lines seen in SDO AIA 193 and 171 around 05:58Z from AR2529 in the NE.,10.0,60.0
2016-04-10 11:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"Source is filament eruption near AR2529 around 10:06Z in SDO AIA 193, 171, and 304 with opening field lines visible off the limb of STA EUVI imagery.",10.0,30.0
2016-04-11 09:24:00,,['STEREO A: SECCHI/COR2'],1,0,This CME may be associated with the AR visible in STA EUVI close to the west limb and the eruption visible in SDO 913/171 on the east limb.  The CME is very faint in STA COR2.  Measurements are very rough.,20.0,70.0
2016-04-12 02:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,The CME is a complex partial halo. It is associated with a filament eruption at the back-side which can be observed in AIA 304 over the south limb starting at 2016-04-11T23:37.,,
2016-04-13 18:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Likely source is small eruption see in the NE of STA EUVI 195 at around 17:25.,,
2016-04-14 11:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME may be associated with activity recorded at an active region seen at the NE on STA EUVI.,,
2016-04-15 15:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source location is unclear although it is apparent that it is back sided.,,
2016-04-16 10:24:00,,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2']",1,0,,,
2016-04-16 21:54:00,12529.0,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2']",1,0,,,
2016-04-18 00:36:00,12529.0,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,1,,10.0,-51.0
2016-04-19 09:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Eruption from AR located at the far side seen in STA EUVI starting after 09UT.  Measurements are very rough since the CME is very faint.,20.0,-20.0
2016-04-21 00:09:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Very narrow streamer from far sided AR seen in STA EUVI on the NW.,,
2016-04-24 04:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME is associated with a back sided eruption in the north east visible in EUVI 195 around 02:15.,,
2016-04-24 14:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is active region in NE of STA EUVI imagery.  Start time is an estimate as the CME began while there was still significant outflow from the previous 2016-04-24T04:24Z CME from the same source.,,
2016-04-24 23:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,CME is a full halo from AR on the far side seen from STA EUVI.  Longitude has been taken as the longitude from the spacecraft.,20.0,60.0
2016-04-25 05:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,CME is a full halo from AR on the far side seen from STA EUVI.  This CME is faster than the previous one from the same AR.  Longitude has been taken as the longitude from the spacecraft.,20.0,60.0
2016-04-25 14:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"source location unknown, nothing visible in neither AIA nor EUVI A.
very narrow, jet-like flow",,
2016-04-26 17:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Small eruption visible at the NW limb in AIA 193 starting ~17:00 (opening of off-limb field lines), source behind the limb, also visible behind the limb in EUVI A (NE limb). CME was small and very narrow.",,
2016-04-27 05:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Former AR 12529 is the source of this CME, EUVI A shows a flare at 04:25 followed by a dimming which moves to the NW of the AR. Although the location of the AR is in the eastern part of the disk (from STA view) the CME in the STA coronagraph is visible in the NW! This CME has a very non-radial path in the lower solar atmosphere. The CME is also visible in LASCO C2/3 to the NE. STA particle data also shows small enhancements at ~05:00.",,
2016-04-28 02:12:00,12535.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with a B8.1 class flare from the AR 2535.  CME is very faint and measurements are very rough.,4.0,29.0
2016-04-28 06:36:00,12535.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME associated with C1.8 class flare from AR 2535.  CME is very high latitude and combined with previous CME outflows.  Measurements are very rough.,5.0,25.0
2016-04-28 07:24:00,12535.0,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME is associated with a C1.1 class flare from the AR 2535.  CME is very faint and measurements are very rough.,5.0,27.0
2016-04-29 05:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with an eruption visible in the far sided in STA EUVI.  The CME front was very difficult to single out since it is in the same direction (NE as seen from SOHO) as other slow eruptions from AR 2535.,,
2016-04-30 08:24:00,,['STEREO A: SECCHI/COR2'],1,1,CME is back sided and can be clearly seen in Stereo A EUVI 195 at ~04:00 just west of center disk.,25.0,110.0
2016-04-30 17:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source location is likely an eruption on the back side around N30W40 in STA EUVI imagery around 17:05. Eruption characterized by dimming.,,
2016-05-01 06:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME is associated with an eruption on the back side around N20W35 in STA EUVI imagery around 05:55.,,
2016-05-02 09:12:00,12540.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,CME is associated with the C3.5 class flare that peaked at 08:42Z.  The eruption was triggered by the flare and it looks like the dimming covers an area southward of the AR as observed in SDO AIA.  The CME front is almost non-visible.  It was measured using STA COR2 images only and measurements are very rough.,21.0,33.0
2016-05-03 20:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME was small and faint. Possible source is a small amount of dimming in SDO AIA 193 in the southwest around 18:18.,,
2016-05-04 13:41:00,12535.0,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Faint CME associated with C1.3 class flare from the region 2535 N06W61 at 13:41,6.0,-61.0
2016-05-07 13:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,This CME was associated with opening and closing field lines off the northwest limb. It is visible in SDO AIA 193 around 13:05Z. The CME is very faint.,,
2016-05-07 14:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source of this CME is opening and closing field lines off the southwest limb seen in SDO AIA 193 around 14:00.,,
2016-05-07 16:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME is associated with a large amount of dimming seen in SDO AIA 193 in the northeast starting at 15:36.,,
2016-05-09 23:09:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"CME associated with filament eruption near N35E20.  However, most of the material looks like traveling to the NW.",35.0,20.0
2016-05-10 09:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source appears to be a far sided AR located in S10W30 (STEREO A).,,
2016-05-10 21:17:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,,,
2016-05-11 03:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Sign of an eruption between ARs 12542 and 12541 in AIA 193 starting at around 00:40, dimmings seen in AIA 193.",,
2016-05-11 11:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,A large filament eruption can be seen on the north western limb in SDO 304 starting at around 10:23Z.  The subsequent CME is fast but very narrow and high latitude.,40.0,-100.0
2016-05-11 11:48:00,12544.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Eruption close to AR 12544 in the NE, starting ~10:00 UT in AIA 193, some dimmings and brightenings visible.",,
2016-05-12 14:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with a small filament eruption visible in SDO AIA 304 in the SW.  The start time can be wrong since the outflow started really slow and the CME front is not very well visible.,,
2016-05-13 15:18:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source is a filament eruption on the NW starting after 13UT.,,
2016-05-13 23:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source is likely the filament lift off in NE between 17:40 and 23:36 seen in SDO AIA 193 and 304.  Corresponding rising loops visible in NW of STA EUVI imagery.,,
2016-05-14 03:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source is likely a far sided filament eruption visible in the SW of STA EUVI Imagery.,,
2016-05-15 15:36:00,12542.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME is very bright. It is associated with opening field lines as well as dimming in the NW of SDO AIA 193 starting around 15:10.,10.0,-50.0
2016-05-16 07:39:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"CME source could not be accurately identified.  Many C and B class flares from ARs on the west side limb (2544, 2545).",,
2016-05-16 22:36:00,,"['SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,0,"No clear source, though there was some off-limb loop evolution north of the equator over the western limb, best visible in AIA 171.",,
2016-05-19 17:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"source region is seen in EUVI A close to the equator at around 150 longitude, AR close to east limb east of equatorial CH, eruption starts around 15.00 UT",,
2016-05-26 16:12:00,12546.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME associated with a double peak flare that I believe come from 2 different ARs.  The second peak (13:51UT) corresponds to AR 2546 where a small eruption is visible in SDO imagery.  Measurements are very rough.,-7.0,-85.0
2016-05-27 10:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"CME is very narrow, with the start time an estimate due to a data gap in SOHO before 10:00.  Source is likely material seen erupting off the SW limb in SDO AIA 171 at about 09:18.",-10.0,-90.0
2016-05-27 23:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Start time is an estimate due to data gap in SOHO. Source is unclear.,,
2016-05-29 01:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is likely a small amount of material seen leaving solar disk on SW limb in SDO AIA 171. CME is small and fades in SOHO LASCO C3.,,
2016-05-29 03:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is opening and closing field lines seen on the NE limb in SDO AIA 171 as well as STA EUVI imagery.,,
2016-05-29 09:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source is B6.5 flare accompanied by an eruption from AR 2548 (N15W70) around 08:57.,,
2016-05-30 16:00:00,,['STEREO A: SECCHI/COR2'],1,0,,,
2016-05-30 23:12:00,,"['SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,0,Most likely back-sided,,
2016-05-31 17:09:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME is far sided.  Eruption can be seen in STA EUVI starting around 16:15Z from the cluster of ARs seen on the East side.  The longitude of the source is around 151 degrees.,,
2016-05-31 19:09:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"This CME is far sided and associated with an eruption around longitude 150, and is from the same region as the CME at 2016-05-31T17:09Z.",,
2016-06-01 01:54:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME is from the same source as the CME starting at 2016-05-31T17:09Z and the one starting at 2016-05-31T19:09Z.  Far sided source from a cluster of ARs seen on the east in STA EUVI.  Some of the material appears to be going into high southern latitudes as seen in the LASCO data (there is a data gap before the event is visible).,,
2016-06-02 16:24:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2']",1,0,CME is far sided coming from eruption observed on the NE limb in STA EUVI starting around 15UT.  It can also be seen in the SDO 171 images on the NW limb.,,
2016-06-03 04:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Narrow dim CME (a puff) seen in SE in C2. No associated eruption found for it, so POS parameters only.",,
2016-06-03 06:54:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"A dim CME with POS of 300 km/s, somewhat obscured by the handle. The source is unclear.",,
2016-06-06 07:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Possible far sided CME.  Source not accurately identified.  CME is very faint and only POS measurements could be performed.,,
2016-06-07 08:54:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Start time is an estimate due to a data gap in SOHO LASCO C2. Source is a far sided eruption from 07:30 - 14:00 from an active region in the SW of STA EUVI imagery.,,
2016-06-09 01:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with a far sided eruption visible in STA EUVI close to disk center.  Post eruption loops and footprints are visible.,,
2016-06-10 19:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source region is likely the filament eruption seen in STA EUVI in the southern hemisphere as brightening starting around 18:00 UT.,,
2016-06-11 23:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is eruption characterized by opening and closing field lines in the NE of SDO AIA 193 visible around 22:19Z.,,
2016-06-12 16:09:00,,['STEREO A: SECCHI/COR2'],1,0,CME is associated with an eruption visible in SDO 171 behind the west limb.  The measurements are really rough since CME could only be visible in COR2 images and it was very faint.,,
2016-06-14 08:36:00,,"['SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,0,"The CME source was mostly back-sided, but there was sign of loop expansion and eruption from the AR right at the East limb in AIA coronal lines from 07:30-08:00Z.",10.0,95.0
2016-06-14 13:25:00,12553.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"The source was the eastern edge of the AR 2553 complex, an eruption with loops, dimming around N15E60, starting around 12:00Z.  The eruption can also be seen as an off-limb dimming in EUVI-A.",15.0,60.0
2016-06-16 02:24:00,,['STEREO A: SECCHI/COR2'],1,0,CME associated with an eruption visible in SDO 193 starting around 00UT.  The CME was very faint and only visible in the STA coronagraphs.,,
2016-06-16 02:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME associated with a high latitude eruption visible in STA EUVI.  The CME could only be measured using POS approximations with STEREO_Cat.,,
2016-06-16 07:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,CME associated with a far side eruption near disk center seen in STA EUVI images.,,
2016-06-17 06:39:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2']",1,0,Faint CME associated with an eruption seen after 03:55 in STEREO A EUVI in the NE.,,
2016-06-19 23:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source is eruption off the west limb. Opening field lines observed in AIA 193 around 22:36Z.,,
2016-06-20 02:54:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Eruption observed north of the equator off the west limb. Prominence seen in AIA 304 after 1:30Z.,,
2016-06-20 08:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Eruption off the south west limb. Opening magnetic field lines seen from AIA 304 after 6:15Z.,,
2016-06-20 16:54:00,,['STEREO A: SECCHI/COR2'],1,0,,,
2016-06-21 05:12:00,12553.0,['SOHO: LASCO/C2'],1,0,"Starting around 03:30Z, there was an apparent eruption from the AR 2553-2558 complex located ~60 degrees west and spanning from ~5S to 15N.  There was some dimming and loop formation (best visible in AIA 193) and some off-limb loop motion (best visible in AIA 171).    However, these signatures may not be the full source of the CME, as they don't map well into the CME location.  There may be another loop in the CME with a different source.",5.0,-60.0
2016-06-22 03:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Very faint CME associated with a N-S filament eruption west from AR2557 seen in AIA after 2016-06-22T1:20Z.,9.0,-45.0
2016-06-23 03:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2016-06-23 05:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,The active region in the middle of the STEREO A field of view. Can be seen via SDO/AIA 304 -- left limb.,,
2016-06-25 03:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source can be seen in STEREO EUV north-west quadrant. Eruption takes place starting at about 2016-06-25T02:05Z.,,
2016-06-27 10:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,CME associated with an eruption visible around N15E40 after a B5.8 class flare observed in SDO AIA.  CME is very narrow and somewhat difficult to measure since it is also faint.,15.0,40.0
2016-06-28 12:24:00,,['STEREO A: SECCHI/COR2'],1,0,"Prominence eruption seen in the NW limb from SDO 131, 171, 193 and 304 at around 11:40 UT. Also can be seen from STEREO A EUVI 195 in the NE at around 11:25 UT.",5.0,-99.0
2016-06-28 17:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Faint and narrow CME. Associated small backsided eruption is seen after 15:55 in EUVI A in the SE.  Seen in SW in C2.,,
2016-06-29 23:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2016-06-30 01:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME associated with activity seen in an AR located at a longitude/latitude of about 165/10 degrees and visible in STA EUVI images.,,
2016-06-30 03:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME associated with activity seen in an AR located around longitude/latitude 165/10 as observed in STA EUVI.  Small flares may be associated with the eruption from the same AR.,,
2016-06-30 16:54:00,,['STEREO A: SECCHI/COR2'],1,0,Source seen in STA EUV NE erupting at about 2016-06-30T15:45Z. Longitude may be potentially closer to -180 degrees.,,
2016-07-01 00:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source location is unknown,,
2016-07-05 02:09:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"No clear source was visible - there are some evolving loops above the NW limb visible in AIA 171 around 22:00Z, but it's not clear whether it was related to this CME or not.  No visible signature in EUVI-A.",,
2016-07-05 21:17:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",0,0,,,
2016-07-06 06:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2016-07-07 03:54:00,,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2', 'STEREO A: SECCHI/COR2']",1,0,The start time might not be accurate due to the CME being very faint.,,
2016-07-10 00:53:00,12564.0,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2']",1,1,,,
2016-07-12 02:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2016-07-13 19:09:00,12565.0,['STEREO A: SECCHI/COR2'],1,0,eruption signature in AIA 193 very faint.,4.0,48.0
2016-07-15 13:36:00,12560.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Source is below active region 2560. Eruption can be seen in SDO 304 starting around 12:50. Coronal dimming can be seen in SDO 193, near the west limb and below the active region 2560.",-18.0,-70.0
2016-07-16 07:42:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,,,
2016-07-17 11:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2016-07-17 12:48:00,12567.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,Slow dimming and field line evolution visible in AIA images from 06:30-08:30.,5.0,-5.0
2016-07-20 17:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME source could not be identified.  It can be seen that it corresponds to the far side of the Sun looking at the NE limb in SDO 171 where some movement of the field lines is somewhat visible.  Only POS measurements were made.,,
2016-07-20 23:12:00,12567.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME may be associated with the low M class flares originating from AR 2565 and 2567.  The measurements are very preliminary since the CME was very faint.,,
2016-07-21 00:36:00,12567.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME may be associated with the low M class flares originating from AR 2565 and 2567.  The measurements are very preliminary since the CME was faint and embedded in a previous one from the same source.,,
2016-07-21 01:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME could possibly be from a filament eruption seen in STA EUVI at higher latitudes on the NW.  There is a coronal hole close to the eruption on the NW side.  CME was very faint and difficult to measure.,,
2016-07-22 02:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source region located behind the west limb as seen from Earth. Opening field lines observed off the west limb in SDO AIA 171 and 193. Opening field lines and rising loops observed off Stereo A's east limb in EUVI 195.,,
2016-07-22 22:18:00,12565.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,,5.0,-69.0
2016-07-23 05:24:00,12565.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"large spray of cooler material ejected from the active region with this CME, associated with double peaked flare.",5.0,-73.0
2016-07-25 01:25:00,12567.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Source region is just beyond the west limb.,5.0,-91.0
2016-07-26 07:24:00,12568.0,['SOHO: LASCO/C3'],1,0,"CME source is slightly South and just beyond the West limb from SDO, erupting with rising bright material and opening field lines around 04:37 and then again at 07:42.",-8.0,-92.0
2016-07-28 22:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"The source of this CME is a filament eruption seen close to disk center in AIA 193/304 starting ~18:00 (with an activation/slow rise phase starting several hours earlier). AIA 304 shows the lift-off of the absorption structure, AIA 193 shows extended brightenings along the filament channel from about ~E20 to W40 in longitude. This eruption produced a faint halo in STA and C2/3.",,
2016-07-30 17:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Big eruption in the backside of the sun around N15E20 as seen on STA EUVI. CME was faint and the front was difficult to measure.,,
2016-07-31 19:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Small filament eruption across the lower hemisphere can be seen in SDO AIA193 seem to start around 2016-07-31T21:27Z.  Could be the source of CME, but it is not completely clear due to the timing. Significant dimming and movement of material can be seen above the eruption.",,
2016-08-03 18:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"From a filament eruption in the NE quadrant. 

Halpha images indicate that a filament disappearance at ~17:30 (seen in H alpha NSO GONG
El Teide and H alpha GONG Big Bear) located in the NE quadrant",,
2016-08-04 08:06:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with an eruption visible in STA EUVI close to center disk.  The CME was very faint and difficult to measure.  Eruption also caused some elevation in the lower energy protons in STA.,,
2016-08-06 03:24:00,,"['SOHO: LASCO/C3', 'SOHO: LASCO/C2']",1,0,A small a very thin and faint CME can be seen in SOHO C2/3 starting at 03:34Z in C2. The source location is a small filament liftoff that can be seen just beyond the west limb in SDO 171 at 03:00Z.  CME was measured to have speeds around 550km/s,-30.0,-95.0
2016-08-08 11:39:00,,['STEREO A: SECCHI/COR2'],1,0,The source location can be seen as an eruption in STA EUVI 195 at 10:35Z in West limb.,,
